"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"ACETAMINOPHEN, FUROSEMIDE","FUROSEMIDE",1.81,"(1.71, 1.92)","7.82e-86",6619
"ROSUVASTATIN, ADALIMUMAB","ADALIMUMAB",1.81,"(1.3, 2.45)","3.38e-04",2865
"SUNITINIB, LEVOTHYROXINE","SUNITINIB",1.81,"(1.31, 2.45)","2.88e-04",459
"QUETIAPINE, ZOLPIDEM","QUETIAPINE",1.81,"(1.53, 2.13)","1.75e-11",2018
"PREDNISONE, RABEPRAZOLE","RABEPRAZOLE",1.81,"(1.49, 2.19)","5.68e-09",1153
"PREDNISOLONE, FENTANYL","FENTANYL",1.81,"(1.45, 2.24)","3.49e-07",2767
"ACETAMINOPHEN, CHLORPHENIRAMINE","CHLORPHENIRAMINE",1.81,"(1.26, 2.58)","1.08e-03",148
"POTASSIUM CHLORIDE, PREGABALIN","PREGABALIN",1.81,"(1.52, 2.14)","1.35e-10",3495
"MYCOPHENOLATE MOFETIL, PANTOPRAZOLE","MYCOPHENOLATE MOFETIL",1.81,"(1.39, 2.33)","1.56e-05",712
"CLONAZEPAM, AMLODIPINE","CLONAZEPAM",1.81,"(1.57, 2.08)","3.89e-15",3169
"ATORVASTATIN, BENAZEPRIL","BENAZEPRIL",1.81,"(1.4, 2.31)","4.73e-06",398
"VANCOMYCIN, ENOXAPARIN","ENOXAPARIN",1.81,"(1.4, 2.3)","5.92e-06",938
"ALENDRONATE, AMITRIPTYLINE","AMITRIPTYLINE",1.81,"(1.52, 2.14)","1.07e-10",2093
"ACETAMINOPHEN, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.81,"(1.68, 1.94)","2.28e-55",5169
"ACETYLSALICYLIC ACID, LEFLUNOMIDE","LEFLUNOMIDE",1.81,"(1.29, 2.49)","5.14e-04",412
"WARFARIN, ALPRAZOLAM","ALPRAZOLAM",1.81,"(1.6, 2.04)","5.82e-20",3887
"CLONAZEPAM, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.81,"(1.58, 2.06)","5.29e-17",5169
"PANTOPRAZOLE, SALMETEROL","SALMETEROL",1.81,"(1.54, 2.11)","2.00e-12",2396
"METRONIDAZOLE, PREDNISONE","METRONIDAZOLE",1.81,"(1.52, 2.14)","5.35e-11",1037
"AMITRIPTYLINE, LISINOPRIL","LISINOPRIL",1.81,"(1.57, 2.07)","2.37e-15",5419
"METHOTREXATE, AMLODIPINE","METHOTREXATE",1.81,"(1.5, 2.16)","1.97e-09",2396
"BUDESONIDE, LEVOTHYROXINE","BUDESONIDE",1.81,"(1.51, 2.15)","1.90e-10",1317
"ESOMEPRAZOLE, FOLIC ACID","FOLIC ACID",1.81,"(1.58, 2.06)","4.58e-17",2656
"OXYCODONE, SALMETEROL","OXYCODONE",1.81,"(1.57, 2.07)","2.55e-15",4418
"VALSARTAN, CLONIDINE","VALSARTAN",1.81,"(1.49, 2.18)","1.08e-08",3035
"VITAMIN C, ESOMEPRAZOLE","ESOMEPRAZOLE",1.81,"(1.47, 2.2)","3.73e-08",4163
"LORAZEPAM, CARVEDILOL","LORAZEPAM",1.81,"(1.49, 2.18)","8.60e-09",3224
"BUPROPION, AMLODIPINE","AMLODIPINE",1.81,"(1.51, 2.15)","7.43e-10",6244
"POTASSIUM CHLORIDE, TRAMADOL","POTASSIUM CHLORIDE",1.81,"(1.55, 2.09)","1.25e-13",2515
"PAROXETINE, LISINOPRIL","LISINOPRIL",1.81,"(1.57, 2.07)","1.02e-15",5419
"QUETIAPINE, FENTANYL","QUETIAPINE",1.81,"(1.33, 2.4)","1.40e-04",2018
"INTERFERON BETA-1A, LISINOPRIL","INTERFERON BETA-1A",1.81,"(1.45, 2.23)","3.32e-07",5982
"ESOMEPRAZOLE, AMITRIPTYLINE","AMITRIPTYLINE",1.81,"(1.56, 2.09)","3.10e-14",2093
"TOPIRAMATE, HYDROCODONE","TOPIRAMATE",1.81,"(1.44, 2.25)","7.92e-07",919
"LORAZEPAM, PROMETHAZINE","PROMETHAZINE",1.81,"(1.55, 2.09)","4.05e-14",1152
"CITALOPRAM, HYDROCHLOROTHIAZIDE","CITALOPRAM",1.81,"(1.55, 2.1)","2.17e-13",2294
"TRAMADOL, DILTIAZEM","DILTIAZEM",1.81,"(1.46, 2.22)","1.58e-07",1848
"OMEPRAZOLE, POTASSIUM","POTASSIUM",1.81,"(1.6, 2.03)","7.34e-21",2065
"ESOMEPRAZOLE, LISINOPRIL","ESOMEPRAZOLE",1.81,"(1.62, 2.01)","1.16e-24",4163
"SORAFENIB, ACETYLSALICYLIC ACID","SORAFENIB",1.81,"(1.31, 2.45)","2.97e-04",481
"BORTEZOMIB, FUROSEMIDE","FUROSEMIDE",1.81,"(1.48, 2.19)","2.23e-08",6619
"PANTOPRAZOLE, IPRATROPIUM BROMIDE","PANTOPRAZOLE",1.8,"(1.56, 2.08)","5.89e-14",3314
"PIOGLITAZONE, LISINOPRIL","PIOGLITAZONE",1.8,"(1.54, 2.11)","1.64e-12",1134
"TRAMADOL, LANSOPRAZOLE","TRAMADOL",1.8,"(1.56, 2.08)","1.77e-14",2510
"SILDENAFIL, DIGOXIN","SILDENAFIL",1.8,"(1.31, 2.43)","2.99e-04",649
"SIMVASTATIN, TRAMADOL","TRAMADOL",1.8,"(1.59, 2.04)","1.53e-19",2510
"DULOXETINE, LAMOTRIGINE","LAMOTRIGINE",1.8,"(1.42, 2.26)","1.65e-06",1341
"FAMOTIDINE, HYDROCODONE","HYDROCODONE",1.8,"(1.57, 2.07)","3.61e-15",4590
"SALBUTAMOL, ENALAPRIL","SALBUTAMOL",1.8,"(1.47, 2.19)","3.37e-08",3911
"DEXAMETHASONE, FUROSEMIDE","FUROSEMIDE",1.8,"(1.63, 1.99)","4.63e-29",6619
"NAPROXEN, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.8,"(1.58, 2.06)","1.37e-16",5169
"POTASSIUM CHLORIDE, TRAMADOL","TRAMADOL",1.8,"(1.55, 2.09)","1.79e-13",2510
"PANTOPRAZOLE, ADALIMUMAB","ADALIMUMAB",1.8,"(1.47, 2.19)","3.11e-08",2865
"TOPIRAMATE, DULOXETINE","TOPIRAMATE",1.8,"(1.43, 2.26)","1.13e-06",919
"PROMETHAZINE, SIMVASTATIN","PROMETHAZINE",1.8,"(1.48, 2.18)","5.77e-09",1152
"METOPROLOL, TERAZOSIN","METOPROLOL",1.8,"(1.5, 2.15)","7.67e-10",6198
"ALENDRONATE, IBANDRONATE","ALENDRONATE",1.8,"(1.59, 2.04)","4.00e-19",5048
"FOLIC ACID, IBUPROFEN","FOLIC ACID",1.8,"(1.51, 2.14)","2.38e-10",2656
"PANTOPRAZOLE, DIPHENHYDRAMINE","DIPHENHYDRAMINE",1.8,"(1.49, 2.16)","2.28e-09",1392
"OXYCODONE, DILTIAZEM","DILTIAZEM",1.8,"(1.51, 2.14)","3.49e-10",1848
"METRONIDAZOLE, VANCOMYCIN","VANCOMYCIN",1.8,"(1.43, 2.26)","1.02e-06",550
"MELOXICAM, ALENDRONATE","MELOXICAM",1.8,"(1.43, 2.25)","8.85e-07",898
"TERIPARATIDE, HYDROCODONE","TERIPARATIDE",1.8,"(1.54, 2.09)","4.78e-13",4334
"LEVOTHYROXINE, LIDOCAINE","LIDOCAINE",1.8,"(1.46, 2.21)","8.88e-08",778
"TIOTROPIUM, CARVEDILOL","TIOTROPIUM",1.8,"(1.34, 2.38)","1.12e-04",1251
"SALBUTAMOL, WARFARIN","WARFARIN",1.8,"(1.62, 1.99)","1.62e-26",4188
"MORPHINE, LISINOPRIL","LISINOPRIL",1.8,"(1.56, 2.07)","5.80e-15",5419
"SALMETEROL, CARVEDILOL","SALMETEROL",1.8,"(1.44, 2.23)","5.81e-07",2396
"CETIRIZINE, IBUPROFEN","IBUPROFEN",1.8,"(1.49, 2.17)","5.48e-09",3510
"SIMVASTATIN, INSULIN ASPART","INSULIN ASPART",1.8,"(1.46, 2.2)","4.27e-08",672
"ACETYLSALICYLIC ACID, DIPYRIDAMOLE","DIPYRIDAMOLE",1.8,"(1.47, 2.2)","1.02e-08",434
"DOCUSATE, LISINOPRIL","LISINOPRIL",1.8,"(1.47, 2.18)","2.02e-08",5419
"METOPROLOL, CITALOPRAM","METOPROLOL",1.8,"(1.58, 2.04)","4.60e-18",6198
"CLOPIDOGREL, EZETIMIBE","CLOPIDOGREL",1.8,"(1.62, 1.99)","2.89e-27",4276
"FAMOTIDINE, FLUCONAZOLE","FLUCONAZOLE",1.8,"(1.46, 2.2)","7.38e-08",1154
"METOPROLOL, SERTRALINE","SERTRALINE",1.8,"(1.6, 2.02)","1.43e-20",3054
"VITAMIN D, ALENDRONATE","VITAMIN D",1.8,"(1.63, 1.99)","1.48e-28",3520
"CLONAZEPAM, LAMOTRIGINE","LAMOTRIGINE",1.8,"(1.54, 2.09)","5.02e-13",1341
"ATORVASTATIN, ZOLPIDEM","ZOLPIDEM",1.8,"(1.61, 2)","7.55e-24",3296
"ACETAMINOPHEN, CYCLOPHOSPHAMIDE","ACETAMINOPHEN",1.8,"(1.57, 2.05)","3.07e-16",10717
"METHOCARBAMOL, HYDROCODONE","METHOCARBAMOL",1.8,"(1.43, 2.25)","3.35e-07",381
"IBUPROFEN, IRON","IBUPROFEN",1.8,"(1.47, 2.17)","1.67e-08",3510
"LORAZEPAM, FLUCONAZOLE","LORAZEPAM",1.8,"(1.54, 2.09)","1.37e-12",3224
"FENTANYL, LEVOTHYROXINE","FENTANYL",1.8,"(1.58, 2.04)","1.23e-17",2767
"OXYCODONE, LEVOTHYROXINE","LEVOTHYROXINE",1.8,"(1.64, 1.97)","5.86e-32",8111
"SIMVASTATIN, DOCUSATE","DOCUSATE",1.8,"(1.45, 2.22)","1.52e-07",601
"DIGOXIN, LANSOPRAZOLE","DIGOXIN",1.8,"(1.49, 2.15)","1.65e-09",1683
"NORGESTIMATE, ETHINYL ESTRADIOL","ETHINYL ESTRADIOL",1.8,"(1.48, 2.17)","1.10e-08",969
"OXYCODONE, TERIPARATIDE","TERIPARATIDE",1.8,"(1.52, 2.12)","6.05e-11",4334
"METOPROLOL, CALCITRIOL","CALCITRIOL",1.8,"(1.45, 2.21)","6.75e-08",584
"CARBOPLATIN, CETUXIMAB","CETUXIMAB",1.8,"(1.22, 2.58)","2.01e-03",181
"NIACIN, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.8,"(1.43, 2.24)","1.30e-06",3257
"CALCIUM, IBUPROFEN","CALCIUM",1.8,"(1.56, 2.06)","1.36e-15",3520
"TEMAZEPAM, CLONAZEPAM","CLONAZEPAM",1.8,"(1.48, 2.17)","8.87e-09",3169
"PROMETHAZINE, DROSPIRENONE","DROSPIRENONE",1.8,"(1.18, 2.64)","4.79e-03",578
"MELPHALAN, ACYCLOVIR","ACYCLOVIR",1.79,"(1.44, 2.22)","3.46e-07",951
"TRIMETHOPRIM, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.79,"(1.46, 2.19)","5.57e-08",5169
"INSULIN LISPRO, AMLODIPINE","AMLODIPINE",1.79,"(1.5, 2.13)","5.03e-10",6244
"FLUTICASONE PROPIONATE, GABAPENTIN","GABAPENTIN",1.79,"(1.61, 2)","5.08e-24",4852
"SIMVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.79,"(1.72, 1.87)","1.88e-166",13865
"QUETIAPINE, BENZATROPINE","QUETIAPINE",1.79,"(1.35, 2.34)","5.42e-05",2018
"SALMETEROL, VERAPAMIL","VERAPAMIL",1.79,"(1.44, 2.21)","2.84e-07",1143
"DEXAMETHASONE, ETOPOSIDE","ETOPOSIDE",1.79,"(1.3, 2.44)","2.78e-04",215
"RANITIDINE, FOLIC ACID","FOLIC ACID",1.79,"(1.52, 2.11)","2.51e-11",2656
"WARFARIN, AMITRIPTYLINE","AMITRIPTYLINE",1.79,"(1.51, 2.12)","8.30e-11",2093
"MIRTAZAPINE, SERTRALINE","MIRTAZAPINE",1.79,"(1.45, 2.2)","1.35e-07",1067
"SIMVASTATIN, ESTRADIOL","ESTRADIOL",1.79,"(1.41, 2.26)","3.01e-06",1051
"PAROXETINE, LEVOTHYROXINE","PAROXETINE",1.79,"(1.57, 2.04)","3.19e-17",2819
"HYDRALAZINE, LISINOPRIL","HYDRALAZINE",1.79,"(1.42, 2.26)","1.35e-06",397
"IBUPROFEN, LISINOPRIL","IBUPROFEN",1.79,"(1.58, 2.03)","2.72e-18",3510
"GABAPENTIN, IPRATROPIUM BROMIDE","GABAPENTIN",1.79,"(1.55, 2.07)","8.88e-14",4852
"METFORMIN, VITAMIN D","METFORMIN",1.79,"(1.53, 2.09)","4.47e-12",4985
"ALPRAZOLAM, AMITRIPTYLINE","ALPRAZOLAM",1.79,"(1.56, 2.05)","1.56e-15",3887
"METFORMIN, NAPROXEN","NAPROXEN",1.79,"(1.51, 2.12)","1.68e-10",2071
"PREGABALIN, LANSOPRAZOLE","PREGABALIN",1.79,"(1.52, 2.11)","5.18e-11",3495
"CALCIUM, LEVOTHYROXINE","LEVOTHYROXINE",1.79,"(1.64, 1.95)","1.16e-36",8111
"CODEINE, LEVOTHYROXINE","CODEINE",1.79,"(1.45, 2.2)","1.05e-07",911
"LORAZEPAM, ESCITALOPRAM","LORAZEPAM",1.79,"(1.58, 2.03)","3.88e-18",3224
"MERCAPTOPURINE, ADALIMUMAB","ADALIMUMAB",1.79,"(1.31, 2.41)","3.65e-04",2865
"PREDNISOLONE, LEVOTHYROXINE","PREDNISOLONE",1.79,"(1.48, 2.16)","1.04e-08",2184
"PRAVASTATIN, PREDNISONE","PREDNISONE",1.79,"(1.5, 2.12)","3.43e-10",4984
"RISEDRONATE, ADALIMUMAB","ADALIMUMAB",1.79,"(1.37, 2.3)","2.57e-05",2865
"ESOMEPRAZOLE, GABAPENTIN","GABAPENTIN",1.79,"(1.63, 1.97)","4.33e-30",4852
"SALBUTAMOL, SERTRALINE","SERTRALINE",1.79,"(1.58, 2.03)","1.07e-17",3054
"ATENOLOL, INSULIN GLARGINE","INSULIN GLARGINE",1.79,"(1.44, 2.21)","5.02e-07",1579
"SALBUTAMOL, TRAZODONE","TRAZODONE",1.79,"(1.55, 2.07)","2.69e-14",1647
"LEVOTHYROXINE, LITHIUM","LITHIUM",1.79,"(1.43, 2.23)","4.36e-07",585
"ESOMEPRAZOLE, FUROSEMIDE","ESOMEPRAZOLE",1.79,"(1.64, 1.95)","2.16e-36",4163
"CYCLOSPORINE, LEVOTHYROXINE","LEVOTHYROXINE",1.79,"(1.46, 2.17)","3.10e-08",8111
"RAMIPRIL, CARVEDILOL","CARVEDILOL",1.79,"(1.54, 2.07)","6.15e-14",2012
"OLMESARTAN, ESOMEPRAZOLE","OLMESARTAN",1.79,"(1.42, 2.24)","1.86e-06",974
"CARVEDILOL, GLIPIZIDE","GLIPIZIDE",1.79,"(1.45, 2.2)","1.14e-07",1189
"METOPROLOL, ZOLPIDEM","METOPROLOL",1.79,"(1.62, 1.98)","8.86e-27",6198
"ACETYLSALICYLIC ACID, HYDROCODONE","HYDROCODONE",1.79,"(1.67, 1.92)","9.64e-53",4590
"TAMSULOSIN, ZOLPIDEM","ZOLPIDEM",1.79,"(1.48, 2.15)","6.81e-09",3296
"ACETAMINOPHEN, TOLTERODINE","TOLTERODINE",1.79,"(1.46, 2.18)","2.81e-08",630
"OMEPRAZOLE, ALENDRONATE","OMEPRAZOLE",1.79,"(1.61, 1.98)","9.04e-26",6244
"SALMETEROL, TRAMADOL","SALMETEROL",1.79,"(1.44, 2.2)","2.40e-07",2396
"SALMETEROL, SERTRALINE","SALMETEROL",1.79,"(1.48, 2.15)","4.93e-09",2396
"ATORVASTATIN, ESCITALOPRAM","ESCITALOPRAM",1.79,"(1.55, 2.06)","1.29e-14",2158
"METFORMIN, NAPROXEN","METFORMIN",1.79,"(1.51, 2.11)","1.00e-10",4985
"TRIMETHOPRIM, BORTEZOMIB","BORTEZOMIB",1.79,"(1.35, 2.34)","7.41e-05",649
"PROPOXYPHENE, ESOMEPRAZOLE","PROPOXYPHENE",1.79,"(1.45, 2.19)","6.49e-08",784
"CALCIUM, IBANDRONATE","IBANDRONATE",1.79,"(1.49, 2.14)","1.54e-09",1623
"LORAZEPAM, PREGABALIN","LORAZEPAM",1.79,"(1.53, 2.09)","4.15e-12",3224
"METFORMIN, PREDNISOLONE","PREDNISOLONE",1.79,"(1.4, 2.26)","5.26e-06",2184
"CLAVULANATE, FUROSEMIDE","CLAVULANATE",1.79,"(1.47, 2.17)","1.24e-08",686
"OMEPRAZOLE, POTASSIUM","OMEPRAZOLE",1.79,"(1.6, 2)","2.88e-22",6244
"SIMVASTATIN, LACTULOSE","LACTULOSE",1.79,"(1.37, 2.31)","2.48e-05",503
"LORAZEPAM, SERTRALINE","SERTRALINE",1.79,"(1.58, 2.02)","3.97e-19",3054
"ACETAMINOPHEN, CARISOPRODOL","CARISOPRODOL",1.79,"(1.55, 2.07)","8.16e-16",855
"ZIDOVUDINE, DIDANOSINE","ZIDOVUDINE",1.79,"(1.36, 2.33)","3.75e-05",377
"PREDNISONE, HYDROCHLOROTHIAZIDE","PREDNISONE",1.79,"(1.6, 1.99)","7.09e-24",4984
"SALMETEROL, TERIPARATIDE","TERIPARATIDE",1.79,"(1.49, 2.14)","1.57e-09",4334
"SERTRALINE, FOLIC ACID","SERTRALINE",1.79,"(1.54, 2.07)","3.97e-13",3054
"METFORMIN, CLOPIDOGREL","METFORMIN",1.79,"(1.62, 1.97)","5.90e-27",4985
"METOPROLOL, DOCUSATE","DOCUSATE",1.79,"(1.47, 2.16)","6.75e-09",601
"VITAMIN D, CYCLOBENZAPRINE","VITAMIN D",1.79,"(1.48, 2.14)","2.94e-09",3520
"LORAZEPAM, FUROSEMIDE","FUROSEMIDE",1.79,"(1.63, 1.96)","4.77e-32",6619
"OXYCODONE, DILTIAZEM","OXYCODONE",1.79,"(1.5, 2.11)","2.60e-10",4418
"TEMAZEPAM, ACETYLSALICYLIC ACID","TEMAZEPAM",1.79,"(1.55, 2.06)","5.11e-15",1051
"SEVOFLURANE, FENTANYL","FENTANYL",1.79,"(1.42, 2.22)","9.42e-07",2767
"VITAMIN D, IRON","IRON",1.79,"(1.55, 2.05)","1.73e-14",1796
"SALBUTAMOL, FAMOTIDINE","FAMOTIDINE",1.79,"(1.5, 2.11)","1.48e-10",1751
"ZOLPIDEM, CARISOPRODOL","CARISOPRODOL",1.78,"(1.49, 2.14)","9.19e-10",855
"PREDNISOLONE, CELECOXIB","PREDNISOLONE",1.78,"(1.44, 2.2)","3.21e-07",2184
"BUMETANIDE, DIGOXIN","DIGOXIN",1.78,"(1.39, 2.27)","1.10e-05",1683
"MIRTAZAPINE, CLONAZEPAM","MIRTAZAPINE",1.78,"(1.49, 2.12)","4.30e-10",1067
"TRAZODONE, VENLAFAXINE","VENLAFAXINE",1.78,"(1.55, 2.05)","5.58e-15",2370
"SERTRALINE, TEMAZEPAM","TEMAZEPAM",1.78,"(1.46, 2.17)","3.42e-08",1051
"SULFAMETHOXAZOLE, ZOLPIDEM","ZOLPIDEM",1.78,"(1.49, 2.13)","1.76e-09",3296
"HEPARIN, HYDROCHLOROTHIAZIDE","HEPARIN",1.78,"(1.33, 2.36)","1.35e-04",860
"TRIMETHOPRIM, CLARITHROMYCIN","TRIMETHOPRIM",1.78,"(1.4, 2.25)","4.57e-06",1614
"SIMVASTATIN, TAMSULOSIN","TAMSULOSIN",1.78,"(1.53, 2.07)","3.59e-13",1169
"CLONAZEPAM, FUROSEMIDE","FUROSEMIDE",1.78,"(1.57, 2.02)","8.09e-18",6619
"ATORVASTATIN, CARVEDILOL","CARVEDILOL",1.78,"(1.6, 1.98)","2.01e-24",2012
"HYDROCODONE, HYDROXOCOBALAMIN","HYDROXOCOBALAMIN",1.78,"(1.47, 2.15)","6.54e-09",1004
"VALSARTAN, DIGOXIN","DIGOXIN",1.78,"(1.47, 2.15)","1.37e-08",1683
"WARFARIN, ALLOPURINOL","WARFARIN",1.78,"(1.59, 2)","1.74e-20",4188
"VALSARTAN, GLIPIZIDE","GLIPIZIDE",1.78,"(1.42, 2.21)","7.10e-07",1189
"WARFARIN, LEVOFLOXACIN","LEVOFLOXACIN",1.78,"(1.57, 2.02)","3.56e-18",2880
"TRIMETHOPRIM, DIPHENHYDRAMINE","DIPHENHYDRAMINE",1.78,"(1.39, 2.26)","6.49e-06",1392
"CLONAZEPAM, LANSOPRAZOLE","CLONAZEPAM",1.78,"(1.53, 2.07)","5.75e-13",3169
"VANCOMYCIN, FENTANYL","VANCOMYCIN",1.78,"(1.4, 2.25)","4.43e-06",550
"PROCHLORPERAZINE, CARBOPLATIN","CARBOPLATIN",1.78,"(1.3, 2.39)","2.42e-04",509
"SIMVASTATIN, TEMAZEPAM","TEMAZEPAM",1.78,"(1.5, 2.11)","1.04e-10",1051
"ATORVASTATIN, DULOXETINE","DULOXETINE",1.78,"(1.51, 2.09)","4.52e-11",2135
"ATENOLOL, FOLIC ACID","FOLIC ACID",1.78,"(1.55, 2.04)","1.00e-14",2656
"TRAMADOL, DIPHENHYDRAMINE","TRAMADOL",1.78,"(1.42, 2.21)","6.71e-07",2510
"ACETAMINOPHEN, DIPHENHYDRAMINE","DIPHENHYDRAMINE",1.78,"(1.6, 1.99)","1.75e-25",1392
"DIGOXIN, FOLIC ACID","DIGOXIN",1.78,"(1.48, 2.13)","4.67e-09",1683
"LAMOTRIGINE, LEVOTHYROXINE","LAMOTRIGINE",1.78,"(1.46, 2.15)","1.52e-08",1341
"LORAZEPAM, SALBUTAMOL","SALBUTAMOL",1.78,"(1.59, 1.99)","3.65e-22",3911
"STAVUDINE, DIDANOSINE","STAVUDINE",1.78,"(1.31, 2.41)","1.50e-04",191
"VARENICLINE, CLONAZEPAM","VARENICLINE",1.78,"(1.44, 2.18)","2.14e-07",1790
"POTASSIUM CHLORIDE, FISH OIL","POTASSIUM CHLORIDE",1.78,"(1.44, 2.18)","2.04e-07",2515
"PAROXETINE, TEMAZEPAM","TEMAZEPAM",1.78,"(1.43, 2.2)","3.28e-07",1051
"METHOTREXATE, ACETYLSALICYLIC ACID","METHOTREXATE",1.78,"(1.54, 2.05)","1.73e-13",2396
"BEVACIZUMAB, FENTANYL","FENTANYL",1.78,"(1.38, 2.27)","1.28e-05",2767
"SALBUTAMOL, FORMOTEROL","FORMOTEROL",1.78,"(1.53, 2.06)","5.35e-14",809
"OLANZAPINE, DIAZEPAM","OLANZAPINE",1.78,"(1.43, 2.2)","4.02e-07",1240
"CITALOPRAM, DIAZEPAM","DIAZEPAM",1.78,"(1.54, 2.05)","3.07e-14",2427
"FEXOFENADINE, FOLIC ACID","FEXOFENADINE",1.78,"(1.46, 2.16)","3.49e-08",1380
"NITROGLYCERIN, SERTRALINE","NITROGLYCERIN",1.78,"(1.43, 2.19)","2.39e-07",1377
"VITAMIN D, AMLODIPINE","AMLODIPINE",1.78,"(1.57, 2.01)","7.07e-18",6244
"METHOTREXATE, HYDROCORTISONE","METHOTREXATE",1.78,"(1.32, 2.35)","1.78e-04",2396
"POTASSIUM CHLORIDE, SPIRONOLACTONE","SPIRONOLACTONE",1.78,"(1.55, 2.03)","6.55e-16",1531
"OMEPRAZOLE, RISPERIDONE","RISPERIDONE",1.78,"(1.38, 2.27)","1.30e-05",1269
"ACETAMINOPHEN, BUMETANIDE","ACETAMINOPHEN",1.78,"(1.46, 2.15)","2.61e-08",10717
"METHOTREXATE, DEXAMETHASONE","METHOTREXATE",1.78,"(1.45, 2.16)","1.07e-07",2396
"INDAPAMIDE, AMLODIPINE","INDAPAMIDE",1.78,"(1.35, 2.32)","3.80e-05",349
"VARENICLINE, LISINOPRIL","VARENICLINE",1.78,"(1.45, 2.17)","1.16e-07",1790
"ACETYLSALICYLIC ACID, GUAIFENESIN","ACETYLSALICYLIC ACID",1.78,"(1.51, 2.08)","3.62e-11",13865
"VALSARTAN, WARFARIN","WARFARIN",1.78,"(1.55, 2.03)","2.12e-15",4188
"SALMETEROL, BUDESONIDE","BUDESONIDE",1.78,"(1.48, 2.13)","3.07e-09",1317
"METOLAZONE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.78,"(1.49, 2.1)","3.74e-10",13865
"LORAZEPAM, FLUOXETINE","LORAZEPAM",1.78,"(1.55, 2.04)","8.77e-15",3224
"LORATADINE, POTASSIUM CHLORIDE","LORATADINE",1.78,"(1.43, 2.2)","5.55e-07",1155
"ALLOPURINOL, IRON","ALLOPURINOL",1.78,"(1.49, 2.11)","6.31e-10",2362
"SIMVASTATIN, CARVEDILOL","CARVEDILOL",1.78,"(1.6, 1.97)","5.13e-25",2012
"TERIPARATIDE, GABAPENTIN","TERIPARATIDE",1.78,"(1.49, 2.11)","5.34e-10",4334
"RANITIDINE, LISINOPRIL","LISINOPRIL",1.78,"(1.58, 2)","1.12e-19",5419
"ATORVASTATIN, AMIODARONE","AMIODARONE",1.78,"(1.51, 2.08)","7.73e-12",1096
"ACETAMINOPHEN, FENTANYL","ACETAMINOPHEN",1.78,"(1.66, 1.9)","1.61e-59",10717
"PREDNISONE, VERAPAMIL","PREDNISONE",1.78,"(1.44, 2.18)","2.23e-07",4984
"ACETAMINOPHEN, CYCLOBENZAPRINE","CYCLOBENZAPRINE",1.78,"(1.6, 1.97)","4.56e-28",1624
"QUETIAPINE, CLOZAPINE","CLOZAPINE",1.78,"(1.31, 2.37)","2.17e-04",535
"ACETAMINOPHEN, TRAZODONE","ACETAMINOPHEN",1.78,"(1.62, 1.95)","1.11e-29",10717
"VALPROIC ACID, DIAZEPAM","VALPROIC ACID",1.78,"(1.43, 2.19)","5.09e-07",1370
"PREDNISONE, ESOMEPRAZOLE","PREDNISONE",1.77,"(1.61, 1.95)","9.04e-29",4984
"METOPROLOL, RABEPRAZOLE","METOPROLOL",1.77,"(1.49, 2.11)","9.70e-10",6198
"INSULIN GLARGINE, LEVOTHYROXINE","INSULIN GLARGINE",1.77,"(1.52, 2.06)","6.30e-13",1579
"PREGABALIN, TOPIRAMATE","TOPIRAMATE",1.77,"(1.36, 2.29)","3.04e-05",919
"SALMETEROL, VENLAFAXINE","SALMETEROL",1.77,"(1.41, 2.21)","1.92e-06",2396
"QUETIAPINE, ALPRAZOLAM","QUETIAPINE",1.77,"(1.53, 2.05)","4.59e-13",2018
"ESOMEPRAZOLE, GLYBURIDE","ESOMEPRAZOLE",1.77,"(1.4, 2.22)","2.96e-06",4163
"MORPHINE, TEMAZEPAM","TEMAZEPAM",1.77,"(1.47, 2.12)","2.19e-09",1051
"PREDNISONE, AMLODIPINE","PREDNISONE",1.77,"(1.61, 1.95)","1.87e-29",4984
"NIACIN, ACETAMINOPHEN","ACETAMINOPHEN",1.77,"(1.53, 2.05)","3.45e-13",10717
"SALBUTAMOL, FLUOXETINE","FLUOXETINE",1.77,"(1.51, 2.07)","5.61e-12",2050
"SUCRALFATE, ESOMEPRAZOLE","ESOMEPRAZOLE",1.77,"(1.39, 2.24)","6.99e-06",4163
"MIRTAZAPINE, AMLODIPINE","AMLODIPINE",1.77,"(1.45, 2.15)","5.08e-08",6244
"CLOPIDOGREL, FEXOFENADINE","CLOPIDOGREL",1.77,"(1.43, 2.18)","4.66e-07",4276
"METOCLOPRAMIDE, POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",1.77,"(1.53, 2.04)","8.01e-14",2515
"PANTOPRAZOLE, ACETAMINOPHEN","ACETAMINOPHEN",1.77,"(1.66, 1.89)","1.21e-57",10717
"GABAPENTIN, HYDROCHLOROTHIAZIDE","GABAPENTIN",1.77,"(1.6, 1.96)","3.76e-27",4852
