"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"SALBUTAMOL, SALMETEROL, ESOMEPRAZOLE","ESOMEPRAZOLE",1.83,"(1.54, 2.16)","3.23e-11",4163
"POTASSIUM CHLORIDE, EZETIMIBE, FUROSEMIDE","POTASSIUM CHLORIDE",1.83,"(1.5, 2.22)","7.22e-09",2515
"SALBUTAMOL, FLUTICASONE PROPIONATE, AMLODIPINE","SALBUTAMOL",1.83,"(1.54, 2.17)","6.87e-11",3911
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, GLIPIZIDE","GLIPIZIDE",1.83,"(1.44, 2.31)","1.64e-06",1189
"METFORMIN, SALBUTAMOL, SALMETEROL","METFORMIN",1.83,"(1.5, 2.22)","1.33e-08",4985
"METOPROLOL, OMEPRAZOLE, WARFARIN","METOPROLOL",1.83,"(1.56, 2.14)","1.86e-12",6198
"METFORMIN, METOPROLOL, CLOPIDOGREL","METFORMIN",1.83,"(1.53, 2.18)","2.29e-10",4985
"OMEPRAZOLE, SALMETEROL, ACETAMINOPHEN","SALMETEROL",1.83,"(1.45, 2.28)","5.07e-07",2396
"SALBUTAMOL, CLOPIDOGREL, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.83,"(1.48, 2.25)","8.57e-08",3257
"ATENOLOL, FUROSEMIDE, AMLODIPINE","AMLODIPINE",1.83,"(1.54, 2.16)","4.06e-11",6244
"METFORMIN, PIOGLITAZONE, ACETYLSALICYLIC ACID","METFORMIN",1.83,"(1.54, 2.17)","6.29e-11",4985
"NITROGLYCERIN, SIMVASTATIN, ACETYLSALICYLIC ACID","NITROGLYCERIN",1.83,"(1.6, 2.09)","7.75e-18",1377
"ATORVASTATIN, SALBUTAMOL, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.83,"(1.55, 2.15)","4.02e-12",3257
"SALBUTAMOL, ACETAMINOPHEN, CLOPIDOGREL","ACETAMINOPHEN",1.83,"(1.49, 2.23)","2.58e-08",10717
"METHOTREXATE, PREDNISONE, LEFLUNOMIDE","METHOTREXATE",1.83,"(1.31, 2.5)","4.73e-04",2396
"ATORVASTATIN, SPIRONOLACTONE, ACETYLSALICYLIC ACID","SPIRONOLACTONE",1.83,"(1.5, 2.21)","4.22e-09",1531
"ATENOLOL, SIMVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.83,"(1.65, 2.02)","1.78e-28",13865
"NITROGLYCERIN, ACETYLSALICYLIC ACID, DILTIAZEM","ACETYLSALICYLIC ACID",1.83,"(1.49, 2.22)","1.33e-08",13865
"ATORVASTATIN, ZOLPIDEM, ACETYLSALICYLIC ACID","ZOLPIDEM",1.83,"(1.53, 2.17)","8.39e-11",3296
"SALBUTAMOL, CETIRIZINE, FLUTICASONE PROPIONATE","SALBUTAMOL",1.83,"(1.52, 2.19)","6.89e-10",3911
"PREDNISONE, ESOMEPRAZOLE, LEVOTHYROXINE","PREDNISONE",1.83,"(1.45, 2.28)","8.08e-07",4984
"PROMETHAZINE, SALBUTAMOL, ACETAMINOPHEN","PROMETHAZINE",1.83,"(1.52, 2.19)","8.25e-10",1152
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, LISINOPRIL","LISINOPRIL",1.83,"(1.65, 2.02)","1.18e-28",5419
"OMEPRAZOLE, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.83,"(1.59, 2.1)","7.33e-16",5169
"ACETAMINOPHEN, VITAMIN D, LEVOTHYROXINE","ACETAMINOPHEN",1.83,"(1.52, 2.18)","4.61e-10",10717
"ZOLPIDEM, ACETYLSALICYLIC ACID, LISINOPRIL","ZOLPIDEM",1.83,"(1.51, 2.19)","1.48e-09",3296
"MORPHINE, SALMETEROL, FLUTICASONE PROPIONATE","MORPHINE",1.83,"(1.43, 2.3)","1.74e-06",2024
"PREDNISONE, PROPOXYPHENE, ACETAMINOPHEN","PROPOXYPHENE",1.83,"(1.5, 2.21)","2.49e-09",784
"METOPROLOL, WARFARIN, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.83,"(1.52, 2.19)","9.67e-10",5169
"METFORMIN, METOPROLOL, POTASSIUM CHLORIDE","METFORMIN",1.83,"(1.43, 2.3)","2.50e-06",4985
"RAMIPRIL, ATORVASTATIN, ACETYLSALICYLIC ACID","RAMIPRIL",1.83,"(1.62, 2.05)","2.02e-21",2573
"SALMETEROL, TRAZODONE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.83,"(1.45, 2.27)","4.64e-07",3257
"ATORVASTATIN, CARVEDILOL, CLOPIDOGREL","CARVEDILOL",1.83,"(1.52, 2.18)","4.33e-10",2012
"SPIRONOLACTONE, CLOPIDOGREL, FUROSEMIDE","SPIRONOLACTONE",1.83,"(1.49, 2.23)","1.88e-08",1531
"OMEPRAZOLE, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","ACETYLSALICYLIC ACID",1.83,"(1.59, 2.09)","3.12e-16",13865
"PREDNISONE, ACETAMINOPHEN, DIPHENHYDRAMINE","ACETAMINOPHEN",1.83,"(1.52, 2.18)","5.85e-10",10717
"SALBUTAMOL, VITAMIN D, CALCIUM","CALCIUM",1.83,"(1.52, 2.18)","2.59e-10",3520
"POTASSIUM CHLORIDE, DIGOXIN, LISINOPRIL","LISINOPRIL",1.83,"(1.49, 2.22)","1.71e-08",5419
"METFORMIN, SIMVASTATIN, CLOPIDOGREL","CLOPIDOGREL",1.83,"(1.56, 2.13)","8.16e-13",4276
"ROFECOXIB, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID",1.83,"(1.49, 2.22)","1.96e-08",13865
"NITROGLYCERIN, ACETYLSALICYLIC ACID, DIGOXIN","ACETYLSALICYLIC ACID",1.83,"(1.53, 2.17)","1.61e-10",13865
"ACETAMINOPHEN, BUPROPION, HYDROCODONE","HYDROCODONE",1.83,"(1.61, 2.07)","3.02e-19",4590
"RITONAVIR, DIDANOSINE, LAMIVUDINE","RITONAVIR",1.83,"(1.42, 2.32)","4.16e-06",825
"ACETAMINOPHEN, TRAMADOL, FOLIC ACID","FOLIC ACID",1.83,"(1.44, 2.28)","7.55e-07",2656
"SALBUTAMOL, FOLIC ACID, IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",1.83,"(1.43, 2.3)","1.70e-06",1215
"SALBUTAMOL, CLOPIDOGREL, IPRATROPIUM BROMIDE","SALBUTAMOL",1.82,"(1.49, 2.21)","1.39e-08",3911
"METOPROLOL, ACETYLSALICYLIC ACID, EZETIMIBE","ACETYLSALICYLIC ACID",1.82,"(1.61, 2.06)","2.81e-19",13865
"ACETYLSALICYLIC ACID, ALPRAZOLAM, LEVOTHYROXINE","ALPRAZOLAM",1.82,"(1.53, 2.16)","6.38e-11",3887
"RANITIDINE, ACETYLSALICYLIC ACID, AMLODIPINE","AMLODIPINE",1.82,"(1.48, 2.24)","5.96e-08",6244
"ATORVASTATIN, ACETYLSALICYLIC ACID, CARVEDILOL","CARVEDILOL",1.82,"(1.59, 2.08)","4.45e-17",2012
"DEXAMETHASONE, FLUOROURACIL, LEUCOVORIN","LEUCOVORIN",1.82,"(1.24, 2.62)","2.08e-03",213
"POTASSIUM, ACETYLSALICYLIC ACID, AMLODIPINE","AMLODIPINE",1.82,"(1.49, 2.22)","2.20e-08",6244
"POTASSIUM CHLORIDE, WARFARIN, LEVOTHYROXINE","WARFARIN",1.82,"(1.5, 2.2)","3.82e-09",4188
"MONTELUKAST, SALBUTAMOL, FUROSEMIDE","SALBUTAMOL",1.82,"(1.49, 2.21)","1.02e-08",3911
"SALBUTAMOL, FLUTICASONE PROPIONATE, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.82,"(1.57, 2.11)","3.98e-14",5169
"OMEPRAZOLE, ATENOLOL, ACETYLSALICYLIC ACID","OMEPRAZOLE",1.82,"(1.58, 2.09)","1.32e-15",6244
"ACETAMINOPHEN, TRAZODONE, ALPRAZOLAM","ALPRAZOLAM",1.82,"(1.47, 2.24)","1.00e-07",3887
"PANTOPRAZOLE, ACETAMINOPHEN, HEPARIN","ACETAMINOPHEN",1.82,"(1.48, 2.23)","4.29e-08",10717
"METFORMIN, ACETYLSALICYLIC ACID, CLOPIDOGREL","METFORMIN",1.82,"(1.6, 2.08)","3.14e-17",4985
"PREDNISONE, SPIRONOLACTONE, FUROSEMIDE","SPIRONOLACTONE",1.82,"(1.45, 2.26)","3.74e-07",1531
"SERTRALINE, ACETYLSALICYLIC ACID, LISINOPRIL","LISINOPRIL",1.82,"(1.49, 2.21)","1.03e-08",5419
"OMEPRAZOLE, POTASSIUM CHLORIDE, SIMVASTATIN","POTASSIUM CHLORIDE",1.82,"(1.49, 2.21)","7.98e-09",2515
"WARFARIN, EZETIMIBE, FUROSEMIDE","WARFARIN",1.82,"(1.44, 2.29)","1.45e-06",4188
"OMEPRAZOLE, ACETAMINOPHEN, CLOPIDOGREL","OMEPRAZOLE",1.82,"(1.5, 2.19)","4.34e-09",6244
"METOPROLOL, ROSUVASTATIN, FUROSEMIDE","FUROSEMIDE",1.82,"(1.46, 2.25)","1.83e-07",6619
"SALBUTAMOL, FUROSEMIDE, AMLODIPINE","AMLODIPINE",1.82,"(1.53, 2.15)","5.58e-11",6244
"POTASSIUM CHLORIDE, HYDROCODONE, LISINOPRIL","POTASSIUM CHLORIDE",1.82,"(1.46, 2.25)","2.18e-07",2515
"ATORVASTATIN, CLOPIDOGREL, LANSOPRAZOLE","LANSOPRAZOLE",1.82,"(1.47, 2.24)","1.02e-07",3261
"SALBUTAMOL, CLOPIDOGREL, FLUTICASONE PROPIONATE","SALBUTAMOL",1.82,"(1.47, 2.23)","9.38e-08",3911
"ATENOLOL, FUROSEMIDE, LEVOTHYROXINE","LEVOTHYROXINE",1.82,"(1.5, 2.19)","2.53e-09",8111
"BORTEZOMIB, ACETYLSALICYLIC ACID, DEXAMETHASONE","ACETYLSALICYLIC ACID",1.82,"(1.49, 2.21)","1.82e-08",13865
"SALBUTAMOL, ACETAMINOPHEN, TIOTROPIUM","ACETAMINOPHEN",1.82,"(1.55, 2.13)","3.11e-12",10717
"SIMVASTATIN, WARFARIN, LISINOPRIL","LISINOPRIL",1.82,"(1.56, 2.12)","5.20e-13",5419
"VITAMIN D, ACETYLSALICYLIC ACID, ESOMEPRAZOLE","ACETYLSALICYLIC ACID",1.82,"(1.48, 2.21)","2.87e-08",13865
"POTASSIUM, ACETYLSALICYLIC ACID, FUROSEMIDE","FUROSEMIDE",1.82,"(1.59, 2.07)","4.02e-17",6619
"POTASSIUM CHLORIDE, FLUTICASONE PROPIONATE, FUROSEMIDE","FUROSEMIDE",1.82,"(1.56, 2.11)","1.68e-13",6619
"OMEPRAZOLE, ACETAMINOPHEN, TRAMADOL","TRAMADOL",1.82,"(1.57, 2.11)","5.19e-14",2510
"OMEPRAZOLE, SALBUTAMOL, SIMVASTATIN","OMEPRAZOLE",1.82,"(1.53, 2.15)","9.92e-11",6244
"METOPROLOL, NAPROXEN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.82,"(1.47, 2.23)","7.90e-08",13865
"OLANZAPINE, QUETIAPINE, VALPROIC ACID","QUETIAPINE",1.82,"(1.41, 2.31)","5.71e-06",2018
"POTASSIUM CHLORIDE, HYDROCHLOROTHIAZIDE, LISINOPRIL","LISINOPRIL",1.82,"(1.47, 2.23)","5.66e-08",5419
"LOSARTAN, POTASSIUM, ACETAMINOPHEN","ACETAMINOPHEN",1.82,"(1.48, 2.21)","2.62e-08",10717
"SALBUTAMOL, CARVEDILOL, FUROSEMIDE","FUROSEMIDE",1.82,"(1.5, 2.19)","3.68e-09",6619
"HYDROCHLOROTHIAZIDE, HYDROCODONE, LISINOPRIL","HYDROCODONE",1.82,"(1.54, 2.14)","1.19e-11",4590
"METOPROLOL, ACETYLSALICYLIC ACID, FAMOTIDINE","METOPROLOL",1.82,"(1.49, 2.2)","1.21e-08",6198
"BUDESONIDE, ACETYLSALICYLIC ACID, FORMOTEROL","FORMOTEROL",1.82,"(1.44, 2.27)","5.76e-07",809
"ACETAMINOPHEN, FUROSEMIDE, AMIODARONE","AMIODARONE",1.82,"(1.48, 2.22)","2.29e-08",1096
"METFORMIN, SIMVASTATIN, ACETYLSALICYLIC ACID","METFORMIN",1.82,"(1.64, 2.01)","2.26e-26",4985
"SULFAMETHOXAZOLE, TRIMETHOPRIM, FUROSEMIDE","TRIMETHOPRIM",1.82,"(1.56, 2.11)","5.88e-14",1614
"ATORVASTATIN, SALBUTAMOL, FLUTICASONE PROPIONATE","SALBUTAMOL",1.82,"(1.54, 2.13)","6.69e-12",3911
"ATORVASTATIN, VALSARTAN, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.82,"(1.52, 2.16)","1.90e-10",5169
"ACETYLSALICYLIC ACID, FUROSEMIDE, LISINOPRIL","FUROSEMIDE",1.82,"(1.65, 1.99)","2.47e-32",6619
"SALBUTAMOL, TIOTROPIUM, FORMOTEROL","FORMOTEROL",1.82,"(1.45, 2.26)","3.84e-07",809
"SALBUTAMOL, ACETAMINOPHEN, CODEINE","SALBUTAMOL",1.82,"(1.48, 2.22)","4.07e-08",3911
"PREDNISONE, SIMVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.82,"(1.58, 2.08)","7.39e-16",13865
"ATORVASTATIN, CARVEDILOL, FUROSEMIDE","CARVEDILOL",1.82,"(1.56, 2.1)","6.34e-14",2012
"ACETAMINOPHEN, FOLIC ACID, IRON","IRON",1.82,"(1.49, 2.2)","1.42e-08",1796
"METOPROLOL, RAMIPRIL, SIMVASTATIN","METOPROLOL",1.82,"(1.52, 2.16)","3.06e-10",6198
"ATENOLOL, ACETYLSALICYLIC ACID, AMLODIPINE","ACETYLSALICYLIC ACID",1.82,"(1.61, 2.05)","1.22e-19",13865
"OMEPRAZOLE, ROSUVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.82,"(1.51, 2.16)","5.31e-10",13865
"METOPROLOL, ACETYLSALICYLIC ACID, IRON","ACETYLSALICYLIC ACID",1.82,"(1.55, 2.12)","2.41e-12",13865
"METOPROLOL, SERTRALINE, ACETYLSALICYLIC ACID","SERTRALINE",1.82,"(1.51, 2.17)","7.10e-10",3054
"POTASSIUM CHLORIDE, FUROSEMIDE, HYDROCODONE","HYDROCODONE",1.82,"(1.61, 2.05)","3.49e-20",4590
"AMOXICILLIN, POTASSIUM, CIPROFLOXACIN","CIPROFLOXACIN",1.82,"(1.5, 2.19)","3.04e-09",2140
"METFORMIN, ACETYLSALICYLIC ACID, ALPRAZOLAM","ALPRAZOLAM",1.82,"(1.46, 2.23)","1.35e-07",3887
"SULFAMETHOXAZOLE, TRIMETHOPRIM, LISINOPRIL","LISINOPRIL",1.81,"(1.48, 2.21)","2.66e-08",5419
"SPIRONOLACTONE, WARFARIN, CARVEDILOL","SPIRONOLACTONE",1.81,"(1.47, 2.22)","6.86e-08",1531
"SALBUTAMOL, SALMETEROL, ESOMEPRAZOLE","SALBUTAMOL",1.81,"(1.53, 2.14)","7.56e-11",3911
"SALMETEROL, ACETAMINOPHEN, IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",1.81,"(1.45, 2.25)","2.57e-07",1215
"METOPROLOL, CLOPIDOGREL, EZETIMIBE","CLOPIDOGREL",1.81,"(1.53, 2.14)","4.77e-11",4276
"METFORMIN, EZETIMIBE, LISINOPRIL","METFORMIN",1.81,"(1.41, 2.3)","5.86e-06",4985
"METOPROLOL, ACETYLSALICYLIC ACID, LEVOFLOXACIN","ACETYLSALICYLIC ACID",1.81,"(1.47, 2.22)","5.19e-08",13865
"ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE, LEVOTHYROXINE","ISOSORBIDE MONONITRATE",1.81,"(1.46, 2.23)","8.86e-08",1000
"RITONAVIR, STAVUDINE, LOPINAVIR","RITONAVIR",1.81,"(1.39, 2.34)","1.72e-05",825
"PRAVASTATIN, ACETAMINOPHEN, HYDROCODONE","PRAVASTATIN",1.81,"(1.54, 2.13)","7.61e-12",2487
"FUROSEMIDE, GABAPENTIN, LEVOTHYROXINE","LEVOTHYROXINE",1.81,"(1.53, 2.14)","3.65e-11",8111
"FUROSEMIDE, INSULIN GLARGINE, AMLODIPINE","FUROSEMIDE",1.81,"(1.45, 2.24)","2.73e-07",6619
"ATORVASTATIN, HYDROCHLOROTHIAZIDE, AMLODIPINE","HYDROCHLOROTHIAZIDE",1.81,"(1.56, 2.1)","1.14e-13",5169
"METFORMIN, PIOGLITAZONE, SIMVASTATIN","METFORMIN",1.81,"(1.47, 2.22)","1.03e-07",4985
"SULFAMETHOXAZOLE, ACETAMINOPHEN, TRIMETHOPRIM","ACETAMINOPHEN",1.81,"(1.62, 2.02)","7.57e-23",10717
"ATORVASTATIN, ACETYLSALICYLIC ACID, DIGOXIN","ACETYLSALICYLIC ACID",1.81,"(1.55, 2.1)","3.29e-13",13865
"NITROGLYCERIN, ACETYLSALICYLIC ACID, DIGOXIN","NITROGLYCERIN",1.81,"(1.5, 2.17)","1.08e-09",1377
"SALBUTAMOL, SIMVASTATIN, AMLODIPINE","SALBUTAMOL",1.81,"(1.42, 2.28)","2.44e-06",3911
"RITONAVIR, TENOFOVIR, TRIMETHOPRIM","RITONAVIR",1.81,"(1.43, 2.27)","9.74e-07",825
"METFORMIN, ACETYLSALICYLIC ACID, FUROSEMIDE","METFORMIN",1.81,"(1.61, 2.04)","1.91e-20",4985
"NITROGLYCERIN, CLOPIDOGREL, FUROSEMIDE","FUROSEMIDE",1.81,"(1.55, 2.11)","9.72e-13",6619
"SALBUTAMOL, WARFARIN, FUROSEMIDE","WARFARIN",1.81,"(1.57, 2.09)","1.43e-14",4188
"PREDNISONE, DIGOXIN, FUROSEMIDE","PREDNISONE",1.81,"(1.5, 2.17)","2.65e-09",4984
"METOPROLOL, ACETYLSALICYLIC ACID, DEXAMETHASONE","ACETYLSALICYLIC ACID",1.81,"(1.48, 2.2)","2.25e-08",13865
"OMEPRAZOLE, ATENOLOL, AMLODIPINE","ATENOLOL",1.81,"(1.48, 2.2)","1.41e-08",4333
"PREDNISONE, ADALIMUMAB, FOLIC ACID","ADALIMUMAB",1.81,"(1.52, 2.14)","9.35e-11",2865
"NITROGLYCERIN, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","ACETYLSALICYLIC ACID",1.81,"(1.49, 2.19)","1.05e-08",13865
"SERTRALINE, ACETYLSALICYLIC ACID, FUROSEMIDE","SERTRALINE",1.81,"(1.49, 2.19)","7.60e-09",3054
"PREDNISONE, SALBUTAMOL, TIOTROPIUM","PREDNISONE",1.81,"(1.52, 2.15)","1.80e-10",4984
"ACETYLSALICYLIC ACID, DIGOXIN, AMLODIPINE","AMLODIPINE",1.81,"(1.48, 2.19)","1.31e-08",6244
"OMEPRAZOLE, ATORVASTATIN, ACETYLSALICYLIC ACID","OMEPRAZOLE",1.81,"(1.61, 2.03)","6.89e-22",6244
"METOPROLOL, ACETAMINOPHEN, ALLOPURINOL","METOPROLOL",1.81,"(1.45, 2.23)","2.00e-07",6198
"ACETAMINOPHEN, HYDROCODONE, INTERFERON BETA-1A","ACETAMINOPHEN",1.81,"(1.44, 2.25)","6.08e-07",10717
"MONTELUKAST, ACETAMINOPHEN, FLUTICASONE PROPIONATE","MONTELUKAST",1.81,"(1.49, 2.18)","5.81e-09",1702
"ACETYLSALICYLIC ACID, EZETIMIBE, FUROSEMIDE","ACETYLSALICYLIC ACID",1.81,"(1.57, 2.07)","2.49e-15",13865
"ATENOLOL, ACETYLSALICYLIC ACID, ALLOPURINOL","ACETYLSALICYLIC ACID",1.81,"(1.47, 2.21)","5.53e-08",13865
"LORAZEPAM, OLANZAPINE, QUETIAPINE","OLANZAPINE",1.81,"(1.36, 2.37)","6.15e-05",1240
"PREDNISONE, ACETYLSALICYLIC ACID, CALCIUM","ACETYLSALICYLIC ACID",1.81,"(1.5, 2.16)","1.02e-09",13865
"ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE, AMLODIPINE","AMLODIPINE",1.81,"(1.51, 2.16)","7.27e-10",6244
"METOPROLOL, DIGOXIN, FUROSEMIDE","DIGOXIN",1.81,"(1.56, 2.08)","7.90e-15",1683
"METFORMIN, ATORVASTATIN, VALSARTAN","VALSARTAN",1.81,"(1.44, 2.24)","5.39e-07",3035
"OMEPRAZOLE, ATENOLOL, LISINOPRIL","ATENOLOL",1.81,"(1.49, 2.18)","4.39e-09",4333
"ACETYLSALICYLIC ACID, FOLIC ACID, LEVOTHYROXINE","FOLIC ACID",1.81,"(1.49, 2.18)","8.92e-09",2656
"SALBUTAMOL, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.81,"(1.62, 2.01)","3.21e-24",13865
"ZOLEDRONATE, BORTEZOMIB, DEXAMETHASONE","ZOLEDRONATE",1.81,"(1.53, 2.13)","2.33e-11",4579
"VALSARTAN, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","VALSARTAN",1.81,"(1.56, 2.08)","2.41e-14",3035
"FUROSEMIDE, GLIPIZIDE, LISINOPRIL","FUROSEMIDE",1.81,"(1.45, 2.23)","3.59e-07",6619
"SALMETEROL, FLUTICASONE PROPIONATE, IBUPROFEN","FLUTICASONE PROPIONATE",1.81,"(1.48, 2.19)","1.69e-08",3257
"ATORVASTATIN, ACETYLSALICYLIC ACID, GLIPIZIDE","GLIPIZIDE",1.81,"(1.46, 2.21)","7.27e-08",1189
"SIMVASTATIN, FUROSEMIDE, IPRATROPIUM BROMIDE","FUROSEMIDE",1.81,"(1.44, 2.24)","4.06e-07",6619
"NIFEDIPINE, ACETYLSALICYLIC ACID, FUROSEMIDE","NIFEDIPINE",1.81,"(1.43, 2.25)","7.33e-07",1057
"MORPHINE, SALMETEROL, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.81,"(1.42, 2.27)","2.12e-06",3257
"SALBUTAMOL, ACETAMINOPHEN, HYDROCODONE","HYDROCODONE",1.81,"(1.65, 1.97)","3.14e-35",4590
"ACETAMINOPHEN, DEXAMETHASONE, LENALIDOMIDE","ACETAMINOPHEN",1.81,"(1.53, 2.12)","1.97e-11",10717
"SALBUTAMOL, FOLIC ACID, IPRATROPIUM BROMIDE","SALBUTAMOL",1.81,"(1.43, 2.26)","1.50e-06",3911
"SALBUTAMOL, ACETYLSALICYLIC ACID, CLOPIDOGREL","SALBUTAMOL",1.81,"(1.53, 2.12)","1.11e-11",3911
"ACETYLSALICYLIC ACID, FUROSEMIDE, AMITRIPTYLINE","ACETYLSALICYLIC ACID",1.8,"(1.48, 2.18)","1.01e-08",13865
"METOPROLOL, RAMIPRIL, SIMVASTATIN","RAMIPRIL",1.8,"(1.5, 2.15)","8.58e-10",2573
"ATENOLOL, ATORVASTATIN, LEVOTHYROXINE","ATENOLOL",1.8,"(1.48, 2.18)","7.80e-09",4333
"METOPROLOL, ACETYLSALICYLIC ACID, DILTIAZEM","DILTIAZEM",1.8,"(1.51, 2.15)","3.37e-10",1848
"OMEPRAZOLE, ATENOLOL, SIMVASTATIN","ATENOLOL",1.8,"(1.52, 2.13)","4.77e-11",4333
"ATORVASTATIN, ENALAPRIL, FUROSEMIDE","FUROSEMIDE",1.8,"(1.43, 2.25)","1.36e-06",6619
"METFORMIN, SITAGLIPTIN, ACETYLSALICYLIC ACID","METFORMIN",1.8,"(1.47, 2.2)","4.70e-08",4985
"POTASSIUM, ACETYLSALICYLIC ACID, LEVOTHYROXINE","LEVOTHYROXINE",1.8,"(1.46, 2.21)","7.20e-08",8111
"ONDANSETRON, OXYCODONE, PROCHLORPERAZINE","OXYCODONE",1.8,"(1.48, 2.18)","8.94e-09",4418
"PANTOPRAZOLE, POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID","POTASSIUM CHLORIDE",1.8,"(1.51, 2.14)","2.13e-10",2515
"AMOXICILLIN, POTASSIUM, SALBUTAMOL","POTASSIUM",1.8,"(1.45, 2.23)","3.14e-07",2065
"SIMVASTATIN, FLUTICASONE PROPIONATE, LISINOPRIL","FLUTICASONE PROPIONATE",1.8,"(1.43, 2.25)","1.35e-06",3257
"WARFARIN, FLUTICASONE PROPIONATE, FUROSEMIDE","WARFARIN",1.8,"(1.49, 2.16)","3.19e-09",4188
"PREDNISONE, ACETYLSALICYLIC ACID, ALENDRONATE","ACETYLSALICYLIC ACID",1.8,"(1.47, 2.19)","3.45e-08",13865
"METOPROLOL, PREDNISONE, FUROSEMIDE","METOPROLOL",1.8,"(1.57, 2.07)","2.42e-15",6198
"SALMETEROL, VENLAFAXINE, FLUTICASONE PROPIONATE","SALMETEROL",1.8,"(1.41, 2.28)","5.09e-06",2396
"ATENOLOL, ACETAMINOPHEN, LISINOPRIL","LISINOPRIL",1.8,"(1.51, 2.14)","4.42e-10",5419
"CLOPIDOGREL, FUROSEMIDE, AMLODIPINE","FUROSEMIDE",1.8,"(1.53, 2.11)","1.50e-11",6619
"METOPROLOL, EZETIMIBE, FUROSEMIDE","FUROSEMIDE",1.8,"(1.47, 2.19)","4.25e-08",6619
"METOPROLOL, POTASSIUM CHLORIDE, ACETAMINOPHEN","METOPROLOL",1.8,"(1.57, 2.07)","3.03e-15",6198
"OMEPRAZOLE, DIGOXIN, FUROSEMIDE","DIGOXIN",1.8,"(1.49, 2.16)","2.99e-09",1683
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","ACETYLSALICYLIC ACID",1.8,"(1.54, 2.1)","2.71e-12",13865
"PANTOPRAZOLE, SALMETEROL, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.8,"(1.53, 2.1)","4.43e-12",3257
"PANTOPRAZOLE, WARFARIN, LEVOTHYROXINE","LEVOTHYROXINE",1.8,"(1.45, 2.21)","1.58e-07",8111
"METFORMIN, HYDROCODONE, LISINOPRIL","LISINOPRIL",1.8,"(1.47, 2.18)","1.83e-08",5419
"ONDANSETRON, SALBUTAMOL, ACETAMINOPHEN","ACETAMINOPHEN",1.8,"(1.5, 2.15)","2.16e-09",10717
"NITROGLYCERIN, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.8,"(1.48, 2.18)","1.62e-08",5169
"ACETAMINOPHEN, VALSARTAN, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.8,"(1.48, 2.17)","6.79e-09",5169
"PREDNISONE, SALBUTAMOL, FLUTICASONE PROPIONATE","PREDNISONE",1.8,"(1.59, 2.03)","1.20e-18",4984
"SALBUTAMOL, IPRATROPIUM BROMIDE, LISINOPRIL","IPRATROPIUM BROMIDE",1.8,"(1.51, 2.13)","1.34e-10",1215
"OMEPRAZOLE, POTASSIUM CHLORIDE, FUROSEMIDE","FUROSEMIDE",1.8,"(1.59, 2.03)","9.17e-19",6619
"ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE, LISINOPRIL","LISINOPRIL",1.8,"(1.62, 2)","2.91e-25",5419
"PROPOXYPHENE, ACETAMINOPHEN, ALPRAZOLAM","ALPRAZOLAM",1.8,"(1.46, 2.2)","1.01e-07",3887
"METHOTREXATE, FOLIC ACID, FUROSEMIDE","METHOTREXATE",1.8,"(1.39, 2.3)","1.42e-05",2396
"METFORMIN, PIOGLITAZONE, FUROSEMIDE","METFORMIN",1.8,"(1.39, 2.29)","1.28e-05",4985
"NITROGLYCERIN, ACETYLSALICYLIC ACID, DILTIAZEM","NITROGLYCERIN",1.8,"(1.46, 2.2)","8.16e-08",1377
